Nombre,Tipo,Cantidad de libros,Cantidad de artículos,Cantidad de usuarios,Cantidad de proyectos,Cantidad de repositorios,Total
Language H,pl,0,0,20,0,0.0,20.0
IPv4,protocol,0,0,20,0,0.0,20.0
IPhone,computingMachine,0,0,20,0,0.0,20.0
Shared Dataspace Language,pl,0,0,20,0,0.0,20.0
Post production,grammarLanguage,0,0,20,0,0.0,20.0
RPG III,pl,0,0,20,0,0.0,20.0
Price Equation,equation,0,0,20,0,0.0,20.0
ADS-B,standard,0,0,20,0,0.0,20.0
Pythagorean Equation,equation,0,0,20,0,0.0,20.0
patch,unixApplication,0,0,20,0,0.0,20.0
Sprite Operating System,os,0,0,20,0,0.0,20.0
Mass Energy Equation,equation,0,0,20,0,0.0,20.0
QED,editor,0,0,20,0,0.0,20.0
Autoconf,configFormat,0,0,20,0,0.0,20.0
Wiswesser line notation,textDataFormat,0,0,20,0,0.0,20.0
Set-builder notation,notation,0,0,20,0,0.0,20.0
Open Financial Exchange,xmlFormat,0,0,20,0,0.0,20.0
SYBYL line notation,textDataFormat,0,0,20,0,0.0,20.0
JPEG,binaryDataFormat,0,0,20,0,0.0,20.0
Ethernet,protocol,0,0,20,0,0.0,20.0
HCard,xmlFormat,0,0,20,0,0.0,20.0
PM2,pl,0,0,20,0,0.0,20.0
Bayes' Equation,equation,0,0,20,0,0.0,20.0
Prolog++,pl,0,0,20,0,0.0,20.0
COM Structured Storage,binaryDataFormat,0,0,20,0,0.0,20.0
P*,pl,0,0,19,0,0.0,19.0
Language Server Index Format,jsonFormat,0,0,19,0,0.0,19.0
h,esolang,0,0,19,0,0.0,19.0
mdl,isa,0,0,19,0,0.0,19.0
latte-js,pl,0,0,18,0,0.0,18.0
w,pl,0,0,18,0,0.0,18.0
Chika,pl,0,0,18,0,0.0,18.0
tibet,framework,0,0,18,0,0.0,18.0
rpscript,pl,0,0,17,0,0.0,17.0
OPL,pl,2,0,15,0,0.0,17.0
lezer,grammarLanguage,0,0,17,0,0.0,17.0
ForthScript,pl,0,0,17,0,0.0,17.0
duro,queryLanguage,0,0,17,0,0.0,17.0
JSON Graph Spec,jsonFormat,0,0,17,0,0.0,17.0
BeBasic,pl,0,0,17,0,0.0,17.0
Z-flat,pl,0,0,17,0,0.0,17.0
JCOF,dataNotation,0,0,16,0,0.0,16.0
Nosica,pl,0,0,16,0,0.0,16.0
latino,pl,0,0,16,0,0.0,16.0
gfoo,pl,0,0,16,0,0.0,16.0
BBj,pl,0,0,16,0,0.0,16.0
Bistro,pl,0,0,16,0,0.0,16.0
Moby,pl,0,0,16,0,0.0,16.0
Readable,textMarkup,4,0,12,0,0.0,16.0
GUIDE,pl,16,0,0,0,0.0,16.0
COMSOL Script,pl,0,0,16,0,0.0,16.0
algobox,pl,0,0,16,0,0.0,16.0
beagle,pl,0,0,16,0,0.0,16.0
Touch,textMarkup,0,0,16,0,0.0,16.0
Bigwig Programming Language,pl,0,0,15,0,0.0,15.0
XProfan,pl,0,0,15,0,0.0,15.0
Wlanguage,pl,0,0,15,0,0.0,15.0
WinDev,pl,0,0,15,0,0.0,15.0
Superx++,pl,0,0,15,0,0.0,15.0
Tibbo BASIC,pl,0,0,15,0,0.0,15.0
Legal Knowledge Interchange Format,xmlFormat,0,0,15,0,0.0,15.0
Recfiles,dataNotation,0,0,15,0,0.0,15.0
UJML,pl,0,0,15,0,0.0,15.0
iScript,pl,0,0,15,0,0.0,15.0
SMILES arbitrary target specification,textDataFormat,0,0,15,0,0.0,15.0
TouchDevelop,pl,0,0,15,0,0.0,15.0
Seph,pl,0,0,15,0,0.0,15.0
Omikron BASIC,pl,0,0,15,0,0.0,15.0
iCalendar,textDataFormat,0,0,15,0,0.0,15.0
Deesel,pl,0,0,15,0,0.0,15.0
CHAIN,pl,0,0,15,0,0.0,15.0
Simkin,pl,0,0,15,0,0.0,15.0
HTTP/3,protocol,0,0,15,0,0.0,15.0
Mocklisp,pl,0,0,15,0,0.0,15.0
PROC procedure language,pl,0,0,15,0,0.0,15.0
Bon,pl,0,0,15,0,0.0,15.0
Marmot,pl,0,0,15,0,0.0,15.0
M,pl,0,0,15,0,0.0,15.0
Portal langage,pl,0,0,15,0,0.0,15.0
IPL,pl,0,0,15,0,0.0,15.0
PowerLanguage,pl,0,0,15,0,0.0,15.0
MUSP,pl,0,0,15,0,0.0,15.0
Timber,pl,0,0,15,0,0.0,15.0
NGL,pl,0,0,15,0,0.0,15.0
awl,pl,0,0,15,0,0.0,15.0
Klerer-May System,pl,0,0,15,0,0.0,15.0
Izibasic,pl,0,0,15,0,0.0,15.0
Escapade,pl,0,0,15,0,0.0,15.0
pinto,pl,0,0,15,0,0.0,15.0
Scieneer Common Lisp,pl,0,0,15,0,0.0,15.0
Micro-PROLOG,pl,0,0,15,0,0.0,15.0
lamderp,pl,0,0,15,0,0.0,15.0
Moonrock Basic Compiler,pl,0,0,15,0,0.0,15.0
TAO,dataNotation,2,0,13,0,0.0,15.0
MetaL,pl,0,0,15,0,0.0,15.0
Ferite,pl,0,0,15,0,0.0,15.0
Smalltalk YX,pl,0,0,15,0,0.0,15.0
Monesa,pl,0,0,15,0,0.0,15.0
Boxx,pl,0,0,15,0,0.0,15.0
BitC,pl,0,0,15,0,0.0,15.0
emesh,esolang,0,0,15,0,0.0,15.0
Hyper Basic,pl,0,0,15,0,0.0,15.0
BBx,pl,0,0,15,0,0.0,15.0
Moescript,pl,0,0,14,0,0.0,14.0
polymath,textMarkup,0,0,14,0,0.0,14.0
Ad-hoc,pl,0,0,14,0,0.0,14.0
Lesma,pl,0,0,14,0,0.0,14.0
tsar,pl,0,0,14,0,0.0,14.0
weebasic,pl,0,0,13,0,0.0,13.0
Space,dataNotation,0,0,13,0,0.0,13.0
owen-lang,pl,0,0,13,0,0.0,13.0
Note,dataNotation,0,0,13,0,0.0,13.0
frame,pl,0,12,1,0,0.0,13.0
tridash,pl,0,0,13,0,0.0,13.0
wats,pl,0,0,13,0,0.0,13.0
coherence,pl,0,11,1,0,0.0,12.0
texti,textMarkup,0,0,12,0,0.0,12.0
HuwCode,pl,0,0,12,0,0.0,12.0
penguor,pl,0,0,12,0,0.0,12.0
taxa,pl,0,0,12,0,0.0,12.0
RoyalScript,pl,0,0,12,0,0.0,12.0
Iode,pl,0,0,12,0,0.0,12.0
FutureScript,pl,0,0,12,0,0.0,12.0
plink-ped-format,textDataFormat,0,0,12,0,0.0,12.0
APL2,pl,0,11,0,0,0.0,11.0
PearScript,pl,0,0,11,0,0.0,11.0
acorn-lang,pl,0,0,11,0,0.0,11.0
SHIFT,pl,0,11,0,0,0.0,11.0
flownote,pl,0,0,11,0,0.0,11.0
LIFE,pl,0,11,0,0,0.0,11.0
dllup,textMarkup,0,0,11,0,0.0,11.0
TextFrame,textMarkup,0,0,11,0,0.0,11.0
woe,pl,0,0,10,0,0.0,10.0
EFL,pl,0,10,0,0,0.0,10.0
Pod6,textMarkup,0,0,10,0,0.0,10.0
Edina,pl,0,0,10,0,0.0,10.0
Conceptual,pl,0,0,10,0,0.0,10.0
Stutter,esolang,0,0,10,0,0.0,10.0
oopsilon,esolang,0,0,9,0,0.0,9.0
blockml,textMarkup,0,0,9,0,0.0,9.0
H++,pl,0,0,9,0,0.0,9.0
Jingo,pl,0,0,9,0,0.0,9.0
rocket,pl,0,0,9,0,0.0,9.0
juicy,pl,0,0,9,0,0.0,9.0
TQL,queryLanguage,0,0,9,0,0.0,9.0
nydp,pl,0,0,9,0,0.0,9.0
leaf,pl,0,0,9,0,0.0,9.0
Broccoli,pl,0,0,9,0,0.0,9.0
Incipit,textMarkup,0,0,9,0,0.0,9.0
nlpl,pl,0,0,8,0,0.0,8.0
starpial,pl,0,0,8,0,0.0,8.0
Eden,pl,0,8,0,0,0.0,8.0
blue,pl,1,7,0,0,0.0,8.0
Claro,pl,0,0,8,0,0.0,8.0
RapidBatch,pl,0,0,8,0,0.0,8.0
DOML,dataNotation,0,0,8,0,0.0,8.0
Fuzuli,pl,0,0,8,0,0.0,8.0
Jammy,pl,0,0,8,0,0.0,8.0
newclay,pl,0,0,8,0,0.0,8.0
hilvl,pl,0,0,7,0,0.0,7.0
Hina,pl,0,0,7,0,0.0,7.0
microl,pl,0,0,7,0,0.0,7.0
Aardvark,pl,0,0,7,0,0.0,7.0
lsd,textMarkup,0,0,7,0,0.0,7.0
Fardlang,esolang,0,0,7,0,0.0,7.0
Mewl,esolang,0,0,7,0,0.0,7.0
Idio,pl,0,0,7,0,0.0,7.0
PLAIN,pl,0,6,0,0,0.0,6.0
codeflow,pl,0,0,6,0,0.0,6.0
AspectC++,pl,0,5,1,0,0.0,6.0
YESS,protocol,0,0,6,0,0.0,6.0
jeebox,pl,0,0,6,0,0.0,6.0
Tawa,pl,0,0,6,0,0.0,6.0
AArch64,assembly,6,0,0,0,0.0,6.0
rise,pl,0,6,0,0,0.0,6.0
Dashrep,pl,0,0,6,0,0.0,6.0
Fern,pl,0,0,6,0,0.0,6.0
plantuml,textMarkup,0,0,1,0,5.0,6.0
dreamlisp,pl,0,0,6,0,0.0,6.0
empirical,pl,5,0,1,0,0.0,6.0
MeanscriptCLI,pl,0,0,6,0,0.0,6.0
links,pl,0,5,1,0,0.0,6.0
stacklang,pl,0,0,6,0,0.0,6.0
Pandora,pl,0,6,0,0,0.0,6.0
exkited,template,0,0,6,0,0.0,6.0
Newton,pl,5,0,0,0,0.0,5.0
GAMS,pl,4,0,1,0,0.0,5.0
Titanium,pl,0,5,0,0,0.0,5.0
hilbert,pl,4,0,1,0,0.0,5.0
Edison,pl,5,0,0,0,0.0,5.0
mountain,pl,0,0,5,0,0.0,5.0
Red,pl,4,1,0,0,0.0,5.0
DAS,pl,0,5,0,0,0.0,5.0
V,pl,4,1,0,0,0.0,5.0
psyche,pl,0,0,5,0,0.0,5.0
PSI,pl,5,0,0,0,0.0,5.0
Calc4,pl,0,0,5,0,0.0,5.0
cosh,pl,0,0,5,0,0.0,5.0
WATFOR,pl,5,0,0,0,0.0,5.0
U,pl,0,0,5,0,0.0,5.0
Violent ES,pl,0,0,5,0,0.0,5.0
CSL,pl,5,0,0,0,0.0,5.0
Storymatic,pl,0,0,5,0,0.0,5.0
kerf,pl,0,0,5,0,0.0,5.0
JLang,pl,0,0,5,0,0.0,5.0
CP,pl,0,4,0,0,0.0,4.0
Blox,pl,0,0,4,0,0.0,4.0
SCAN,pl,0,4,0,0,0.0,4.0
Acme,pl,0,3,1,0,0.0,4.0
Electre,pl,0,4,0,0,0.0,4.0
Horse64,pl,0,0,4,0,0.0,4.0
KAML,dataNotation,0,0,4,0,0.0,4.0
Astatine,pl,0,0,4,0,0.0,4.0
jasper,pl,0,0,4,0,0.0,4.0
EQS,pl,4,0,0,0,0.0,4.0
arrow,pl,0,4,0,0,0.0,4.0
slim,pl,1,2,1,0,0.0,4.0
CLASS,pl,0,4,0,0,0.0,4.0
Ripple,pl,0,0,4,0,0.0,4.0
rockstar-rkt,pl,0,0,4,0,0.0,4.0
ABEL,pl,4,0,0,0,0.0,4.0
passambler,pl,0,0,4,0,0.0,4.0
Esoteric Reaction,esolang,0,0,4,0,0.0,4.0
lila-lang,pl,0,0,4,0,0.0,4.0
XE,pl,4,0,0,0,0.0,4.0
PAISley,pl,0,3,0,0,0.0,3.0
DLP,pl,3,0,0,0,0.0,3.0
Chimera,pl,3,0,0,0,0.0,3.0
Descartes,pl,0,3,0,0,0.0,3.0
School,pl,3,0,0,0,0.0,3.0
calc,plzoo,2,0,1,0,0.0,3.0
Omega,pl,0,2,1,0,0.0,3.0
EZ,pl,3,0,0,0,0.0,3.0
Alma,pl,0,3,0,0,0.0,3.0
Céu,pl,0,0,3,0,0.0,3.0
chirp,visual,0,2,1,0,0.0,3.0
Zot,pl,0,0,3,0,0.0,3.0
AmbientTalk,pl,0,2,1,0,0.0,3.0
AlpHard,pl,0,3,0,0,0.0,3.0
Workfl,textMarkup,0,0,3,0,0.0,3.0
eskew,pl,0,0,3,0,0.0,3.0
Kami,textMarkup,0,0,3,0,0.0,3.0
Herbrand,pl,0,3,0,0,0.0,3.0
omega,pl,0,2,1,0,0.0,3.0
flagship,pl,0,2,1,0,0.0,3.0
Link,pl,0,0,3,0,0.0,3.0
Mentat,pl,0,3,0,0,0.0,3.0
SQHTML,pl,0,0,3,0,0.0,3.0
mimix-stream-language,pl,0,0,3,0,0.0,3.0
Sugi,pl,0,0,3,0,0.0,3.0
lambcalc,pl,0,0,3,0,0.0,3.0
Cali-Lang,pl,0,0,3,0,0.0,3.0
Markus,queryLanguage,0,0,3,0,0.0,3.0
OASIS,pl,2,0,0,0,0.0,2.0
Broccoli,pl,0,0,2,0,0.0,2.0
elegance,pl,0,0,2,0,0.0,2.0
PROSPER,pl,0,2,0,0,0.0,2.0
HUGO,pl,0,0,2,0,0.0,2.0
GamerLanguage,pl,0,0,2,0,0.0,2.0
topaz,pl,0,2,0,0,0.0,2.0
Macchiato,pl,0,0,2,0,0.0,2.0
emoticon,esolang,0,2,0,0,0.0,2.0
Fibonacci,pl,2,0,0,0,0.0,2.0
rlox,pl,0,0,2,0,0.0,2.0
Spill,pl,1,1,0,0,0.0,2.0
dlvm,ir,0,0,2,0,0.0,2.0
clox,pl,0,0,2,0,0.0,2.0
Fable,pl,0,1,1,0,0.0,2.0
Sheep,pl,1,0,1,0,0.0,2.0
Breccia,textMarkup,0,0,2,0,0.0,2.0
habit,pl,0,1,1,0,0.0,2.0
foundry,pl,0,1,1,0,0.0,2.0
Broccoli,esolang,0,0,2,0,0.0,2.0
mai,pl,0,0,2,0,0.0,2.0
SPADE,pl,0,2,0,0,0.0,2.0
maraca-lang,pl,0,0,2,0,0.0,2.0
Spice,pl,1,0,1,0,0.0,2.0
Serious,pl,0,0,2,0,0.0,2.0
draconian,pl,0,0,2,0,0.0,2.0
PLEASE,pl,1,1,0,0,0.0,2.0
Topaz,pl,0,0,2,0,0.0,2.0
TAO,pl,2,0,0,0,0.0,2.0
DINO,pl,0,2,0,0,0.0,2.0
SBA,pl,2,0,0,0,0.0,2.0
MDL,pl,2,0,0,0,0.0,2.0
qbe,pl,0,0,1,0,0.0,1.0
NU-Prolog,pl,0,0,1,0,0.0,1.0
PacmanConf,configFormat,0,0,1,0,0.0,1.0
np,pl,0,0,1,0,0.0,1.0
panther-lang,pl,0,0,1,0,0.0,1.0
nectar,pl,0,0,1,0,0.0,1.0
Radish,pl,0,0,1,0,0.0,1.0
paxScript,pl,0,0,1,0,0.0,1.0
readable-lisp,pl,0,0,1,0,0.0,1.0
darklang,pl,0,0,1,0,0.0,1.0
redpanda-app,application,0,0,1,0,0.0,1.0
morfa,pl,0,0,1,0,0.0,1.0
pliant,pl,0,0,1,0,0.0,1.0
rhoscript,pl,0,0,1,0,0.0,1.0
plink-map-format,textDataFormat,0,0,1,0,0.0,1.0
shakti,pl,0,0,1,0,0.0,1.0
skew,pl,0,0,1,0,0.0,1.0
T3X,pl,0,0,1,0,0.0,1.0
C∀,pl,0,0,1,0,0.0,1.0
bag-format,binaryDataFormat,0,0,1,0,0.0,1.0
urn,pl,0,0,1,0,0.0,1.0
tiddler,pl,0,0,1,0,0.0,1.0
Typst,textMarkup,0,0,1,0,0.0,1.0
Tea,library,0,0,1,0,0.0,1.0
PkgConfig,configFormat,0,0,1,0,0.0,1.0
chartio-app,application,0,0,1,0,0.0,1.0
objective-modula-2,pl,0,0,1,0,0.0,1.0
miso-framework,framework,0,0,1,0,0.0,1.0
gemini-protocol,protocol,0,0,1,0,0.0,1.0
Dimensional Script,notation,0,0,1,0,0.0,1.0
dec64,numeralSystem,0,0,1,0,0.0,1.0
ctalk,pl,0,0,1,0,0.0,1.0
google-data-studio-app,application,0,0,1,0,0.0,1.0
Cheri,isa,0,0,1,0,0.0,1.0
bx,pl,0,0,1,0,0.0,1.0
General purpose,pl,0,0,1,0,0.0,1.0
helium,pl,0,0,1,0,0.0,1.0
holonforth,pl,0,0,1,0,0.0,1.0
JuliaHub Packages,packageManager,0,0,1,0,0.0,1.0
MathWorks File Exchange,packageManager,0,0,1,0,0.0,1.0
Fawlty,pl,0,0,1,0,0.0,1.0
Gnome Basic,pl,0,0,1,0,0.0,1.0
ctr,pl,0,0,1,0,0.0,1.0
goby,pl,0,0,1,0,0.0,1.0
Hex,packageManager,0,0,1,0,0.0,1.0
juttle,pl,0,0,1,0,0.0,1.0
kayia,pl,0,0,1,0,0.0,1.0
ki,pl,0,0,1,0,0.0,1.0
Clausal Language,pl,0,0,1,0,0.0,1.0
libsvm-format,textDataFormat,0,0,1,0,0.0,1.0
luarocks-pm,packageManager,0,0,1,0,0.0,1.0
chocolatey-pm,packageManager,0,0,1,0,0.0,1.0
mathematica-packagedata-pm,packageManager,0,0,1,0,0.0,1.0
merd,pl,0,0,1,0,0.0,1.0
emu,pl,0,0,1,0,0.0,1.0
Dribble,pl,0,1,0,0,0.0,1.0
COPE,pl,0,1,0,0,0.0,1.0
cixl,pl,0,0,1,0,0.0,1.0
Vortex,pl,0,0,1,0,0.0,1.0
aubit-4gl,pl,0,0,1,0,0.0,1.0
AUR,packageManager,0,0,1,0,0.0,1.0
bscript-interpreter,interpreter,0,0,1,0,0.0,1.0
SHEEP,pl,1,0,0,0,0.0,1.0
BScript,pl,0,0,1,0,0.0,1.0
chicken-lang,esolang,0,0,1,0,0.0,1.0
clickpath,queryLanguage,0,0,1,0,0.0,1.0
tetruss-app,application,0,0,1,0,0.0,1.0
Coral,pl,0,0,1,0,0.0,1.0
domino,pl,0,0,1,0,0.0,1.0
frtime,pl,0,0,1,0,0.0,1.0
hac,pl,0,0,1,0,0.0,1.0
hsaml-format,xmlFormat,0,0,1,0,0.0,1.0
Imandra Protocol Language,pl,0,0,1,0,0.0,1.0
klisp,pl,0,0,1,0,0.0,1.0
unicon-adl,pl,0,0,1,0,0.0,1.0
stx,pl,0,0,1,0,0.0,1.0
Lanai,isa,0,0,1,0,0.0,1.0
lunar,pl,0,0,1,0,0.0,1.0
BIPLAN,pl,0,0,1,0,0.0,1.0
bytecode-modeling-language,bytecode,0,0,1,0,0.0,1.0
D4,queryLanguage,0,1,0,0,0.0,1.0
coi-protocol,protocol,0,0,1,0,0.0,1.0
Datalisp,pl,0,0,1,0,0.0,1.0
iqr,barCodeFormat,0,0,1,0,0.0,1.0
jedit-editor,editor,0,0,1,0,0.0,1.0
Statemate,pl,0,1,0,0,0.0,1.0
solaris-pm,packageManager,0,0,1,0,0.0,1.0
marten,visual,0,0,1,0,0.0,1.0
Nova,editor,0,0,1,0,0.0,1.0
PhpStorm,editor,0,0,1,0,0.0,1.0
Plush,pl,0,0,1,0,0.0,1.0
resharper-editor,editor,0,0,1,0,0.0,1.0
rider-editor,editor,0,0,1,0,0.0,1.0
scopes,pl,0,0,1,0,0.0,1.0
kvsapi,standard,0,0,1,0,0.0,1.0
lazarus-editor,editor,0,0,1,0,0.0,1.0
cT,pl,1,0,0,0,0.0,1.0
statebox,visual,0,0,1,0,0.0,1.0
Visual Studio Marketplace,packageManager,0,0,1,0,0.0,1.0
yinyang,pl,0,0,1,0,0.0,1.0
Arturo,pl,0,0,1,0,0.0,1.0
BRL,pl,0,0,1,0,0.0,1.0
business-rule-language,pl,0,0,1,0,0.0,1.0
GLOSS,pl,0,1,0,0,0.0,1.0
Fable,pl,0,1,0,0,0.0,1.0
DEMETER,pl,0,1,0,0,0.0,1.0
underlay,protocol,0,0,1,0,0.0,1.0
Argos,pl,0,1,0,0,0.0,1.0
ACCENT,pl,1,0,0,0,0.0,1.0
SIMAN,pl,0,1,0,0,0.0,1.0
UnQL,queryLanguage,0,1,0,0,0.0,1.0
PO,pl,1,0,0,0,0.0,1.0
O++,pl,0,1,0,0,0.0,1.0
EDUCE,pl,0,1,0,0,0.0,1.0
Vim Scripts,packageManager,0,0,1,0,0.0,1.0
teal,pl,0,0,1,0,0.0,1.0
listdown,textMarkup,0,0,1,0,0.0,1.0
rlmeta,grammarLanguage,0,0,1,0,0.0,1.0
Mascara,pl,0,0,1,0,0.0,1.0
SHADOW,pl,1,0,0,0,0.0,1.0
Multihash,hashFunction,0,0,1,0,0.0,1.0
paperalgo,notation,0,0,1,0,0.0,1.0
powerloom-knowledgeBase,knowledgeBase,0,0,1,0,0.0,1.0
RLISP,pl,0,1,0,0,0.0,1.0
quicksight-app,application,0,0,1,0,0.0,1.0
sepi,pl,0,0,1,0,0.0,1.0
tarot,compiler,0,0,1,0,0.0,1.0
PLAN2D,pl,0,1,0,0,0.0,1.0
LESK,pl,0,1,0,0,0.0,1.0
shade,pl,0,0,1,0,0.0,1.0
shml,textMarkup,0,0,1,0,0.0,1.0
SmartGameFormat,pl,0,0,1,0,0.0,1.0
SNBT,pl,0,0,1,0,0.0,1.0
tab,pl,0,0,1,0,0.0,1.0
syndicate,pl,0,0,1,0,0.0,1.0
none,pl,0,0,1,0,0.0,1.0
sdf-format,xmlFormat,0,0,1,0,0.0,1.0
socialite,pl,0,0,1,0,0.0,1.0
tern,pl,0,0,1,0,0.0,1.0
sub,plzoo,0,0,1,0,0.0,1.0
squiggle,pl,0,0,1,0,0.0,1.0
soul,queryLanguage,0,0,1,0,0.0,1.0
souffle,pl,0,0,1,0,0.0,1.0
SOQL,queryLanguage,0,0,1,0,0.0,1.0
tengo,pl,0,0,1,0,0.0,1.0
Smithy,pl,0,0,1,0,0.0,1.0
tetra,pl,0,0,1,0,0.0,1.0
skookumscript,pl,0,0,1,0,0.0,1.0
singular,pl,0,0,1,0,0.0,1.0
simit,pl,0,0,1,0,0.0,1.0
seph,pl,0,0,1,0,0.0,1.0
sentient,pl,0,0,1,0,0.0,1.0
rsharp,pl,0,0,1,0,0.0,1.0
retroforth,pl,0,0,1,0,0.0,1.0
terse,assembly,0,0,1,0,0.0,1.0
texpr,pl,0,0,1,0,0.0,1.0
raco-pm,packageManager,0,0,1,0,0.0,1.0
slim-pl,pl,0,0,1,0,0.0,1.0
crack,pl,0,0,1,0,0.0,1.0
CorelScript,pl,0,0,1,0,0.0,1.0
comm,plzoo,0,0,1,0,0.0,1.0
cloe,pl,0,0,1,0,0.0,1.0
ruby-mine-editor,editor,0,0,1,0,0.0,1.0
sharpscript,pl,0,0,1,0,0.0,1.0
sierra,pl,0,0,1,0,0.0,1.0
smalltalkhub-pm,packageManager,0,0,1,0,0.0,1.0
thorn,pl,0,0,1,0,0.0,1.0
Boston College Statistical Software Components,packageManager,0,0,1,0,0.0,1.0
BUSH,pl,0,0,1,0,0.0,1.0
AIR,ir,0,0,1,0,0.0,1.0
REC Studio,decompiler,0,0,1,0,0.0,1.0
Zoem,pl,0,0,1,0,0.0,1.0
typedefs,grammarLanguage,0,0,1,0,0.0,1.0
tilton,pl,0,0,1,0,0.0,1.0
redscript,pl,0,0,1,0,0.0,1.0
ra,pl,0,0,1,0,0.0,1.0
Descript,pl,0,0,1,0,0.0,1.0
dss,pl,0,0,1,0,0.0,1.0
dfns,pl,0,0,1,0,0.0,1.0
mlite,pl,0,0,1,0,0.0,1.0
mir,ir,0,0,1,0,0.0,1.0
miniprolog,plzoo,0,0,1,0,0.0,1.0
minihaskell,plzoo,0,0,1,0,0.0,1.0
Maven Central Repository,packageManager,0,0,1,0,0.0,1.0
lllpg,library,0,0,1,0,0.0,1.0
Elm Packages,packageManager,0,0,1,0,0.0,1.0
Conan Center,packageManager,0,0,1,0,0.0,1.0
koi,pl,0,0,1,0,0.0,1.0
kogut,pl,0,0,1,0,0.0,1.0
klong,pl,0,0,1,0,0.0,1.0
Kefir,compiler,0,0,1,0,0.0,1.0
High-Level Virtual Machine,vm,0,0,1,0,0.0,1.0
GNU Linear Programming Kit,library,0,0,1,0,0.0,1.0
Genshi Text,pl,0,0,1,0,0.0,1.0
dart-pm,packageManager,0,0,1,0,0.0,1.0
coffeepp,pl,0,0,1,0,0.0,1.0
Python Format Specification,template,0,0,1,0,0.0,1.0
atomo,pl,0,0,1,0,0.0,1.0
tinygo-compiler,compiler,0,0,1,0,0.0,1.0
Lambda Diagrams,notation,0,0,1,0,0.0,1.0
uml2-sp,pl,0,0,1,0,0.0,1.0
pyke,knowledgeBase,0,0,1,0,0.0,1.0
Pursuit PureScript Package Repository,packageManager,0,0,1,0,0.0,1.0
piccola,pl,0,0,1,0,0.0,1.0
Wolfram Data Framework,dataNotation,0,0,1,0,0.0,1.0
Optimized Row Columnar,binaryDataFormat,0,0,1,0,0.0,1.0
Cobol.NET,pl,0,0,1,0,0.0,1.0
B3 IR,ir,0,0,1,0,0.0,1.0
blank,esolang,0,0,1,0,0.0,1.0
Blueprints,visual,0,0,1,0,0.0,1.0
C^3,pl,0,0,1,0,0.0,1.0
c-smile,pl,0,0,1,0,0.0,1.0
calc_var,plzoo,0,0,1,0,0.0,1.0
chaos-lang,pl,0,0,1,0,0.0,1.0
cran-pm,packageManager,0,0,1,0,0.0,1.0
D++,pl,0,0,1,0,0.0,1.0
The Synthetic Biology Open Language,xmlFormat,0,0,1,0,0.0,1.0
edgeql,queryLanguage,0,0,1,0,0.0,1.0
Header Dictionary Triples,binaryDataFormat,0,0,1,0,0.0,1.0
GNS,protocol,0,0,1,0,0.0,1.0
glitch-editor,editor,0,0,1,0,0.0,1.0
Ghidra,decompiler,0,0,1,0,0.0,1.0
ForgeBox,packageManager,0,0,1,0,0.0,1.0
eno,pl,0,0,1,0,0.0,1.0
Elpi,pl,0,0,1,0,0.0,1.0
cx,pl,0,0,1,0,0.0,1.0
hello,pl,0,0,1,0,0.0,1.0
cleanlang,pl,0,0,1,0,0.0,1.0
circa,pl,0,0,1,0,0.0,1.0
charly,pl,0,0,1,0,0.0,1.0
bjou,pl,0,0,1,0,0.0,1.0
Binary Ninja,decompiler,0,0,1,0,0.0,1.0
Apache Arrow,binaryDataFormat,0,0,1,0,0.0,1.0
arend,pl,0,0,1,0,0.0,1.0
helena,pl,0,0,1,0,0.0,1.0
Hilltop,pl,0,0,1,0,0.0,1.0
angr,decompiler,0,0,1,0,0.0,1.0
OpenSpice,pl,0,0,1,0,0.0,1.0
Sather-K,pl,0,0,1,0,0.0,1.0
prodel,pl,0,0,1,0,0.0,1.0
potential,pl,0,0,1,0,0.0,1.0
plink-fam-format,textDataFormat,0,0,1,0,0.0,1.0
plink-bim-format,textDataFormat,0,0,1,0,0.0,1.0
pisc,pl,0,0,1,0,0.0,1.0
par,pl,0,0,1,0,0.0,1.0
onex,application,0,0,1,0,0.0,1.0
joker,pl,0,0,1,0,0.0,1.0
fmj,pl,0,0,1,0,0.0,1.0
neralie-format,timeFormat,0,0,1,0,0.0,1.0
neovim-editor,editor,0,0,1,0,0.0,1.0
min,pl,0,0,1,0,0.0,1.0
l,pl,0,0,1,0,0.0,1.0
kima,pl,0,0,1,0,0.0,1.0
kate-editor,editor,0,0,1,0,0.0,1.0
antha,pl,0,0,1,0,0.0,1.0
Xoc,compiler,0,0,1,0,0.0,1.0
DRAGOON,pl,0,0,1,0,0.0,1.0
lambda,plzoo,0,0,1,0,0.0,1.0
nimble-pm,packageManager,0,0,1,0,0.0,1.0
New AWK,pl,0,0,1,0,0.0,1.0
miniml,plzoo,0,0,1,0,0.0,1.0
Mathpix Markdown,textMarkup,0,0,1,0,0.0,1.0
Maplesoft Application Center,packageManager,0,0,1,0,0.0,1.0
loglo,pl,0,0,1,0,0.0,1.0
levy,plzoo,0,0,1,0,0.0,1.0
JSGF,pl,0,0,1,0,0.0,1.0
Ordered graph data language,textDataFormat,0,0,1,0,0.0,1.0
Hex-Rays,decompiler,0,0,1,0,0.0,1.0
GSQL,pl,0,0,1,0,0.0,1.0
fox,pl,0,0,1,0,0.0,1.0
forthnet-pm,packageManager,0,0,1,0,0.0,1.0
flux-lang,pl,0,0,1,0,0.0,1.0
